GeneName,Low_Cys_Day12_E12,Low_Cys_Day14_E12,High_Cys_Day0_E13,High_Cys_Day3_E13,High_Cys_Day6_E13,High_Cys_Day8_E13,Low_Cys_Day10_E11,Low_Cys_Day12_E11,Low_Cys_Day14_E11,Low_Cys_Day0_E12,Low_Cys_Day3_E12,Low_Cys_Day6_E12,Low_Cys_Day8_E12,Low_Cys_Day3_E9,Low_Cys_Day6_E9,Low_Cys_Day8_E9,Low_Cys_Day10_E9,Low_Cys_Day12_E9,Low_Cys_Day14_E9,Low_Cys_Day0_E11,Low_Cys_Day3_E11,Low_Cys_Day6_E11,Control_Day12_D4,Control_Day14_D4,High_Cys_Day6_E16,High_Cys_Day8_E16,High_Cys_Day10_E16,High_Cys_Day12_E16,High_Cys_Day14_E16,High_Cys_Day3_E14,High_Cys_Day3_E16,High_Cys_Day0_E16,High_Cys_Day14_E14,High_Cys_Day12_E14,High_Cys_Day10_E14,High_Cys_Day6_E14,High_Cys_Day8_E14,High_Cys_Day0_E14,High_Cys_Day14_E13,High_Cys_Day12_E13,High_Cys_Day10_E13,Low_Cys_Day10_E12,Low_Cys_Day8_E11,Low_Cys_Day0_E9,Control_Day10_D4,Control_Day8_D4,Control_Day6_D4,Control_Day3_D4,Control_Day0_D4,Control_Day14_D2,Control_Day12_D2,Control_Day10_D2,Control_Day8_D2,Control_Day6_D2,Control_Day3_D2,Control_Day0_D2,Control_Day14_D1,Control_Day12_D1,Control_Day10_D1,Control_Day8_D1,Control_Day6_D1,Control_Day3_D1,Control_Day0_D1
Mrpl15,-0.12702987,-0.391037426,-0.073749623,0.005126333,0.006845541,-0.074908259,-0.208202359,-0.067587804,-0.168951589,0.225488335,-0.11708223,-0.149235996,-0.251279696,-0.159460825,-0.065561725,-0.027961403,0.004287358,0.121256007,0.14007441,0.07580211,-0.241350579,0.05206935,0.099020946,0.245666779,-0.082058581,-0.105467151,-0.051986958,0.02941043,-0.089107474,-0.113754596,0.262766022,-0.100492368,0.018455474,0.099497522,-0.100133533,-0.143474091,0.001286016,0.025995209,0.106851572,0.14172811,-0.057699686,0.056315145,0.141840475,-0.025250677,0.181069898,0.01446841,-0.139302052,-0.107226969,-0.019996468,0.102748197,0.232347986,-0.006360165,-0.149401968,-0.046453676,0.087205441,-0.101086125,0.053812089,-0.05709334,0.069784805,-0.111809811,-0.175453777,0.073264325,0.086179223
Lypla1,0.269518439,-0.520154205,0.08917051,-2.336525471,-0.181370893,-0.100227448,-0.136573053,-0.037298541,0.474525271,-0.825321469,-1.242998357,-0.421167321,-0.446683126,-0.025872525,-0.231815675,-0.485426827,-0.024746662,NA,-0.160112468,-0.2526126,-0.017175144,-0.129283017,-0.055404796,-0.036063548,-0.230244471,0.161362988,0.499987372,0.111748358,0.524354194,-0.070891513,0.21818017,-0.19940878,0.97924144,-0.010406815,0.356860594,-0.017652018,-0.133593467,-0.494625764,0.387481777,-0.14455079,-0.775568433,0.010477134,-0.259717663,-0.575684687,-0.481763613,-0.114530878,-0.191262524,1.598637438,0.02156951,0.278464446,-0.520154205,-0.158129196,0.030050277,-0.751320887,-0.092737528,-0.903323981,0.058552182,-0.405759686,-0.452190498,-0.15100157,-0.50794008,-0.825321469,-0.473591405
Tcea1,-0.075452228,-0.051879682,0.603290273,0.42423049,-0.159377526,-0.144094487,-0.007857836,-0.095903204,-0.263392439,0.595176314,0.149451377,0.397252627,0.274160151,0.238850207,0.482201299,0.289779261,0.007480821,-0.033808109,-0.51057431,0.530346815,0.33526873,0.427728818,-0.464584773,-0.401760701,0.041734973,0.013035335,-0.234510564,-0.187270628,-0.455301369,0.372842873,0.350410736,0.4018964,-0.291507582,-0.328673506,-0.303590963,0.190541172,-0.178823861,0.38766106,-0.216833967,-0.507102724,-0.263547,0.119340946,0.304641477,0.329275639,-0.421076416,-0.147832591,0.053526741,0.321328097,0.46798936,-0.512000626,-0.435509558,-0.28489384,-0.398931677,0.216155713,0.217048201,0.77963481,-0.281484038,-0.165914388,-0.147390316,-0.043575878,0.095507331,0.364846073,0.681870531
Atp6v1h,0.118447857,0.295426908,-0.640316733,-1.273171465,-0.339860348,0.042130777,-0.008177164,0.308188367,0.237195436,-0.345965864,-0.579424317,-0.088236473,0.007321755,-0.640556653,0.070200176,0.097024454,0.155988876,0.127459429,-0.121023677,-0.442812483,-0.273352313,0.038563028,0.136961712,-0.021788689,-0.065696128,0.108878114,0.168837964,0.6748093,0.71630191,-0.717287263,-0.982191067,-0.564316988,0.990560304,0.355688621,0.227861153,0.040400164,-0.124387724,-0.404137305,0.212798724,0.315066065,0.28449682,0.152879692,-1.144118558,-0.680501196,0.021603373,0.04067063,-0.247042033,-0.334649822,-0.474007143,0.078062394,0.011198712,0.216386785,0.011799935,-0.264961119,-0.936482262,-0.614136914,0.290636935,0.303146913,0.210785842,0.068096815,-0.1568996,-0.595314339,-1.806324057
Rrs1,0.195702189,0.041786053,0.616403923,0.867324136,-0.090846498,-0.081144944,0.370668206,0.311846655,0.109513485,0.504692687,0.295393859,0.340318146,0.167962272,0.238104153,0.392578049,0.144489586,0.098752239,0.156593775,0.284139559,0.704704052,0.47937714,0.267145346,-0.363957286,-0.276704874,0.002078313,-0.156944752,-0.377549078,-0.193793871,-0.461194945,0.529795661,-0.15030711,0.455066778,-0.250861099,-0.230102146,-0.174406419,-0.034936923,-0.104943399,0.596130292,-0.223686809,-0.271912557,-0.605623764,-0.010612435,0.282871618,0.684710008,-0.308712475,-0.429777158,-0.015543742,0.285466626,0.515571436,-0.338708453,-0.342829457,-0.421542796,-0.039528364,-0.189451625,0.621488377,0.458210433,-0.464925054,-0.083397093,-0.336382964,0.041619089,-0.106304229,0.4527704,0.706301421
Cops5,-0.240014043,-0.210784654,0.441877248,0.375065413,0.032802501,-0.011366255,-0.170849603,-0.201788541,-0.237225219,0.567910804,0.365228556,-0.085222126,0.046710729,0.259024865,0.064094037,0.154087411,-0.034770466,-0.398336307,-0.489234299,0.17990909,0.383603263,0.25334535,-0.190197396,-0.551539499,0.092410255,0.194948333,-0.08484134,-0.032715575,-0.166075573,0.19365975,0.02503032,0.336170713,-0.313743252,-0.322867655,-0.144017288,0.189765667,-0.057418818,0.500659088,-0.231733245,-0.148346656,-0.105471012,-0.093619988,0.238914364,0.353416966,-0.018469435,-0.082155823,0.0466795,0.289822617,0.262309876,-0.303367302,-0.322611906,0.016587651,-0.123486282,0.163138717,0.16842047,0.497289662,-0.344467574,-0.262645277,-0.118608747,-0.044081068,0.091235253,0.52779854,0.59553315
Lactb2,0.033876473,0.321013743,-0.330148602,-0.721478215,-0.122224791,-0.253722042,-0.364917661,0.151841347,0.318438171,-1.258104518,-1.134776679,0.077288887,-0.631009868,-0.886906221,0.14698819,-0.331709116,-0.301757838,0.146202386,-0.342554745,-0.447252124,-0.162391329,-0.30016028,-0.062786324,-0.749918317,-0.040381946,0.875155625,0.643352543,0.309658979,0.664004793,-1.456603992,-2.326326559,-0.708355973,0.73188774,0.013589065,0.193264128,-0.037637657,-0.496161725,-0.265205505,0.542709126,0.708483218,0.523715312,-0.329082424,0.397012711,-0.955176228,-0.776058792,0.145403912,-0.565112167,-0.389274403,-0.967432138,-0.269167496,-1.592599867,0.569208429,0.023339126,-1.345040155,-2.745617464,-1.502696319,0.155021285,0.178771101,0.582549967,0.033735638,-0.009735327,-5.131636517,0.358260308
Rpl7,0.719826255,0.850280204,-0.064582956,-1.233929607,-0.370599196,-0.127402625,0.426511386,0.746702746,0.940386715,-0.447021975,-0.566309859,0.019285528,0.208432773,-0.519752948,-0.086828573,0.20479958,0.504304915,0.700475519,0.900403853,-0.30478714,-0.184935823,0.120891165,0.296193093,0.141142484,-0.452484597,0.022691438,0.242176033,0.366780365,0.476510506,-0.776988131,-1.222891333,-0.214438173,0.425410532,0.250483067,0.184715475,-0.550901196,-0.300404979,-0.065032238,0.436009616,0.310683531,0.211461486,0.50016354,-0.343628731,-0.065623892,0.10991627,-0.329666044,-0.439942104,-0.563827722,-0.182747346,0.461767527,0.203414526,0.299117289,-0.039385414,-0.578708898,-1.002176185,-0.319417306,0.567468822,0.585555458,0.248710772,-0.092980329,-0.162738796,-0.856613267,-0.63009683
Eloc,-0.117340718,-0.396113518,0.214733073,0.213328991,0.230673361,0.215200798,0.003505047,-0.226152442,-0.149812144,-0.046781351,0.162421555,0.158378887,-0.035982044,0.343551446,0.013852312,-0.210502839,-0.024730084,-0.039812171,-0.290994846,0.268802107,-0.008911728,0.08631778,-0.028708532,0.034026835,0.088724414,0.014252965,0.069724366,0.063457485,-0.063080257,0.096663308,-0.436712643,0.143956653,-0.215459707,0.053217248,0.189258879,0.054473701,0.240330824,0.092679344,-0.225535143,-0.132755209,-0.005210642,-0.133366539,-0.129992155,0.242073286,0.052862642,0.144479401,0.383201963,0.175734154,-0.037400541,0.055972467,0.086128883,0.190287519,0.252499466,0.117805894,0.030444308,0.042915736,-0.070217092,-0.174109912,0.054879793,0.180629702,-0.013360101,-0.00429742,-0.043056518
Mcm3,-1.236376651,-1.260782988,1.662104933,0.940997748,-0.037262378,-0.689269234,-0.906856282,-1.109702252,-1.642920806,1.569470398,1.244767477,-0.149732499,-0.614297999,1.257427957,-0.243575046,-0.639188501,-0.919248287,-1.199382443,-1.161819453,1.501070628,1.15989006,-0.148054108,-1.249946182,-1.36689782,0.020266876,-0.779815898,-1.035021625,-1.554307213,-1.749803228,1.305733727,0.757729306,1.535512643,-2.03446003,-1.205306001,-0.960513725,0.014764285,-0.459787649,1.779589711,-1.419240708,-1.316804909,-0.942047506,-1.105316578,-0.627144416,1.68644589,-0.954317185,-0.733583268,-0.109995152,1.262366032,1.531415894,-1.167319497,-1.169262455,-1.195665984,-0.550252701,0.075963513,1.285989277,1.687084024,-1.356580495,-1.183127464,-1.165654418,-0.576913427,-0.063699918,1.149121197,1.807221246
Gsta3,-0.105789135,-0.22948957,-0.607065516,-0.196893896,-0.010755696,0.121270065,0.022685106,-0.118876317,-0.381421694,-0.52274874,-0.271581746,0.182044199,0.155220124,-0.246655846,0.14334643,0.118129642,0.061353934,-0.076017523,-0.733338361,-0.566344195,-0.317272473,0.141324753,0.051228283,0.047297487,0.03260031,0.219115807,0.257904008,0.354972921,0.207663184,-0.361373897,0.230706955,-0.445504761,0.324668198,0.105900957,0.177946406,-0.074296445,0.14612421,-0.492523916,0.287933616,0.18882661,0.266013116,0.116867082,0.158671672,-0.672249197,0.203591399,0.186610157,0.024203172,-0.292208667,-0.389225616,-0.04130262,0.207120926,0.143573495,0.025685513,-0.019353143,-0.332568531,-0.564043581,0.0267441,0.262946072,0.09016904,-0.004690926,-0.082320255,-0.323875812,-0.458576995
Lmbrd1,0.474767291,0.850833559,-0.756610123,-1.955918932,-0.076413116,-0.034849401,-0.232559447,0.066803371,-1.029417194,-1.434231065,-1.053298226,-0.487167666,-0.123815867,-0.552265463,-0.481708539,-0.191577601,0.136778733,0.571737379,0.855610091,-1.824913293,-0.423150145,-1.068895081,0.126007885,-0.016381142,-1.169925001,0.055545991,0.260785465,0.319860703,1.62943713,-0.802235951,-1.142293882,-0.579804486,0.521285129,0.32750194,0.202172951,-0.008291374,-0.242570303,-0.561448906,0.347259385,0.280240721,0.133453445,0.261705345,-1.127586695,-1.831877241,-0.172467196,-0.609930669,-0.261657788,-1.811097324,-0.855989697,0.33804776,-0.059280938,0.221424494,-0.109461324,-0.451509056,-1.062887706,-1.849268564,0.498847343,0.112981205,0.100288057,-0.009337865,0.016119665,-1.840173825,-1.29263315
Ptp4a1,-0.26428018,-0.18377784,0.601823596,-0.172389041,0.162256929,-0.117228991,-0.388574935,-0.332501025,-0.409629077,0.514389085,0.148902388,0.03809979,-0.326353655,0.352070471,0.029210145,-0.189198648,-0.201595308,-0.29723589,-0.277141661,0.606598055,0.356795614,-0.106412542,-0.058411054,-0.132289269,0.123371244,0.047034627,-0.17017856,-0.29067423,-0.282754055,0.337971064,-0.072743048,0.584191448,-0.36578063,-0.205806879,-0.167243296,0.057637763,0.006120328,0.703087049,-0.212862333,-0.194392291,-0.247927513,-0.340651428,-1.680512326,0.479882813,-0.15674372,-0.072931522,-0.003615367,0.195802932,0.502182801,-0.302624674,-0.190867265,-0.088991537,0.040394191,0.065230372,0.072394464,0.558177781,-0.17507736,-0.111944229,-0.130151395,-0.054861935,0.069150735,0.113245341,-0.235661022
Rab23,0.378304948,0.800044277,-0.436099115,-1.793549123,-0.090356035,-0.155223396,-0.223394641,-0.7834938,0.623376384,-0.382886976,-0.419624769,0.011404763,-0.107256711,-0.364965091,-0.289080729,0.049520136,0.180752032,0.271071725,0.628443327,-0.586240919,-0.156590363,-0.317640736,0.029132332,-0.135205222,-0.098585067,0.003799901,-0.025591714,0.288738789,0.427969732,-1.159356117,-0.905363126,-0.212422774,0.284814922,0.041564583,0.072149786,0.032436988,-0.012667648,-0.203359229,0.080121941,0.2795443,0.045009735,0.103198888,-0.293583469,-0.689105955,0.058203789,0.052835407,-0.345950761,-0.186768512,-0.366943211,-0.095860015,0.081815245,0.318475293,-0.027480736,-0.595158268,-1.581586142,-0.37496006,0.20480114,-0.023374508,0.24601031,-0.221966533,-0.201505055,-0.907525724,-0.056034035
Ccdc115,0.506011159,0.823122238,-0.736965594,-1.552225714,0.09657326,-0.407175382,-0.266645659,0.330340335,0.556129819,-1.24129895,-1.706707773,0.647277707,0.128324097,-0.365649472,-0.042310805,-0.305345211,0.042023215,0.191577601,0.31748219,-1.094778225,-0.313564622,0.032977322,-0.079853308,0.1428006,-1.407657969,-0.321928095,-0.10433666,-0.49777793,-0.426931178,-0.123231766,0.167554097,-0.511500339,0.340158832,-0.244803669,-0.191620073,0.249815117,-0.04508789,0.087462841,0.130502024,0.280107919,-0.687732901,-0.007124434,0.190997225,-0.344648171,0.584962501,0.317970081,-0.339776096,-0.805271608,0.41147968,-0.415037499,0.12268252,0.496425826,-0.284729477,-0.635285299,-0.498989278,-1.435063013,0.013358383,0.392317423,0.468769483,-0.347165386,-0.692571475,-1.67263215,0.349334252
Uggt1,0.225264657,0.24139587,-0.257752907,0.072914977,-0.094294952,0.000573105,0.010215933,0.140691401,0.173604406,-0.130771967,-0.284239815,-0.102609894,0.033822007,-0.259825536,-0.119342504,-0.016729884,0.062751058,0.09791616,0.302235802,-0.244569097,-0.204716182,-0.053405472,0.243919518,0.224380372,-0.042718461,-0.013541096,0.055859581,0.023081502,-0.039229295,-0.276867094,-0.191000772,-0.181232497,0.152488542,0.167999965,-0.012199759,-0.074794851,-0.03306088,-0.254604566,0.182100737,0.178105089,0.021702099,0.062117454,0.107728682,-0.341937449,0.070768689,0.024758401,-0.053735699,-0.247026603,-0.169084991,0.13847331,0.0264848,0.082372436,0.015911743,-0.050302121,-0.32073404,-0.249110201,0.171246474,0.068898939,0.07571974,0.040261615,-0.105819042,-0.256531722,-0.154512184
Lman2l,0.557602037,0.670625552,-0.492962686,0.100787832,-0.084298234,-0.295550788,0.284532689,0.31757169,0.646724035,-0.378511623,-0.524557261,-0.186763917,0.293371104,-0.715968513,-0.1578681,-0.046509965,0.368387406,0.317752419,0.8283681,-0.173114689,-0.445249431,-0.582973948,0.169058258,0.586660788,-0.259918433,-0.018359039,0.037513685,-0.012581723,0.078533403,-0.320116801,0.492615158,-0.437474888,-0.024078918,0.217285531,-0.143862705,-0.437474888,-0.160694054,-0.134687821,0.191080615,0.186466503,-0.293475519,0.178196461,0.253300796,-0.408773073,0.275021606,-0.02565619,-0.513678663,-0.600970377,-0.055534677,0.265856764,0.247488537,0.164630702,-0.003343443,-0.415037499,-0.227233684,-0.490986353,0.474964572,0.080577516,0.209500974,0.050098612,-0.499051541,-0.274174963,-0.328583323
Actr1b,-0.08468759,-0.230430786,0.047276613,0.204223867,0.275017367,0.086502484,0.115856656,-0.212990209,-0.226650975,0.037432197,0.014144696,-0.035494782,-0.07131093,0.180789066,-0.039093933,-0.09205688,-0.052844967,-0.072533722,0.082506305,0.053217178,-0.096228023,-0.123713368,0.248889105,0.152656476,0.015580987,-0.193930217,-0.046893028,-1.055425966,-1.271677498,0.043412068,0.132588465,0.069928477,-1.568734039,0.041189465,-0.345621252,0.014556014,0.324173994,-0.149437424,-0.291420917,-0.272237209,-0.471239785,-0.041118593,0.185407216,0.168999703,0.056566434,0.045754775,0.132267553,-0.012053367,-0.074390776,0.188273608,0.276801588,-0.318266008,0.047030708,0.193629057,0.057225728,0.073819249,0.015905906,-0.439394796,-0.298015779,0.026433252,0.061419815,0.144700712,-0.019223613
Eif5b,-0.033253772,-0.079765014,0.225886534,0.207281332,0.054407925,-0.036865571,0.1784551,-0.001095086,-0.174318783,0.332565491,0.154490054,0.233310428,0.229462312,0.157573727,0.150920431,0.232671244,0.168525826,-0.053168268,-0.240480738,0.22082308,0.146036334,0.181579423,-0.142608041,-0.260902838,0.052649558,-0.116257107,-0.122436488,-0.311275937,-0.377763753,0.182662292,0.371369554,0.267953005,-0.319219732,-0.197658,-0.202604443,0.049252448,-0.024395856,0.208319895,-0.157997239,-0.201235789,-0.14712159,0.13512676,0.374124832,0.258591378,-0.186398578,-0.007473507,0.010691175,0.146830788,0.345342635,-0.147259772,-0.071090176,-0.110143579,-0.040943337,0.050018939,0.174494652,0.302006746,-0.13776344,-0.078970582,-0.101235398,-0.003874134,0.058201252,0.157155249,0.357291893
Pdcl3,-0.029747343,-0.241182672,0.282156329,-1.172166952,0.001528279,-0.032726993,0.229067579,-0.111777232,0.0104091,0.343217204,-0.10352117,-0.071748044,-0.081199913,0.102637896,-0.114497458,-0.068884169,0.002216689,-0.011567327,-0.196253868,0.381014774,-0.027921631,-0.086898222,-0.038742796,-0.075207353,0.110351557,-0.257876859,-0.150588785,-0.377690447,-0.67261022,-0.425592681,0.090287438,0.423011083,0.183580996,0.002109424,0.089628836,0.177706505,0.118121292,0.334918933,-0.612750991,-0.194470993,-0.126435677,-0.00741366,-0.617716413,0.277157286,-0.024019365,-0.153048146,-0.077988684,-0.014631409,0.319707994,0.112425601,0.374468663,-0.087527572,0.111674942,-0.199452123,-0.541872689,0.288601823,-0.038720018,-0.17345007,-0.153576643,0.028368094,0.107570081,-0.079538765,0.162827
Rpl31,0.088949485,0.025174686,0.08149885,0.156914972,-0.006632857,-0.036622121,0.177060858,0.057367166,-0.005068079,0.185646401,0.077995495,0.118342555,0.117167412,0.11608704,0.092167343,0.060893579,0.041862126,0.046079161,-0.223474625,0.080988521,0.047971294,0.091741357,-0.043116175,-0.135345136,-0.006681253,-0.035151799,-0.033817867,0.310514916,0.164170373,0.141331671,0.031771875,0.120642999,0.068831122,-0.075632422,-0.025650548,-0.060791486,-0.051374848,0.166430337,0.03704238,-0.034573918,0.004539973,0.071173408,0.119055491,0.229067251,-0.135013013,-0.093317783,-0.059941799,0.081745607,0.181456592,-0.026511325,-0.139199323,-0.005248299,-0.076402833,0.020313358,0.204018928,0.234652399,-0.008150113,-0.151827313,0.006143997,-0.072615006,-0.014203082,0.292419531,0.205655541
Mrps9,-0.056092209,-0.155508893,-0.041606841,-0.020228967,-0.125735779,0.016091765,-0.145753962,-0.072004749,-0.157430327,-0.319748248,-0.021457308,-0.187010106,0.170056066,-0.069012629,0.016074052,0.015165275,-0.278125769,-0.132784168,0.102216168,-0.097374771,0.013307645,0.056066062,0.053720213,0.096504962,0.020459568,0.165505526,0.154242663,0.077664739,0.755417719,0.13812477,-0.199292738,-0.035259696,0.014943408,0.127133556,-0.069012629,-0.086069084,-0.138791932,-0.097316399,0.040552959,0.312486593,0.00522611,-0.219358361,0.374889969,-0.141351663,-0.096139409,-0.080376421,-0.142394257,-0.016913383,-0.027155353,-0.077480716,-0.212544635,0.16860972,0.036195728,-0.101822861,0.337820427,-0.081367551,0.23898012,-0.063729271,0.13667779,0.044712853,-0.096833864,-0.382064559,0.365739889
Fhl2,-0.389930445,-0.835835511,0.020588652,0.445139531,0.50272037,0.212557167,0.094517599,-0.59781265,-1.040149401,-0.020743636,0.366029781,-0.279218655,-0.050323766,0.182447964,-0.053574021,-0.017674511,-0.09262714,-0.432703055,-0.190805549,0.172375746,0.083105591,0.077781121,0.051041656,0.001297971,0.298884705,-0.138305739,0.04905811,-1.742363041,-2.560570258,0.287677874,0.713625226,-0.064475703,-1.813429436,-0.195058699,-0.294368522,0.136881806,0.381609627,0.022704302,-0.359111494,-0.352366187,-0.32038428,-0.180089981,0.152290454,0.249903538,-0.028548961,0.026890172,0.287925581,0.259070275,0.060224348,0.28424575,0.476743914,-0.186169452,0.111790825,0.433455133,0.446313236,-0.08920161,0.012421805,-0.659408061,-0.139456707,0.195239854,0.295768934,0.363142055,0.192245871
Tpp2,-0.203999978,-0.3003307,0.172136417,0.110350074,0.105032213,0.00995128,0.019985569,-0.258967992,-0.366355456,0.25840058,0.19371665,0.096045439,0.084323172,0.205163158,0.043017719,0.100302204,-0.036829459,-0.186366707,-0.256669301,0.287286215,0.217161737,0.095147001,-0.121103706,-0.116352403,0.111091134,0.065742906,0.043093884,-0.199028866,-0.237278585,0.159715915,0.227138913,0.223315903,-0.404594851,-0.195066344,-0.136337321,0.063831813,0.076506997,0.141741732,-0.225566966,-0.125672959,-0.06508448,0.018701653,0.189487328,0.247818237,-0.155944715,-0.028593024,-0.025131598,0.190510955,0.211152418,-0.103260077,-0.05354094,-0.104126978,-0.047910113,0.066452352,0.132554143,0.291988117,-0.074919679,-0.096865035,-0.035828253,0.002664564,0.121744312,0.217593549,0.239354061
Kdelc1,0.20093563,0.362485128,0.020572182,0.49035164,0.034440645,-0.061133651,0.113130526,-0.052028125,0.133086277,-0.243370511,0.224140931,-0.093892673,-0.084586463,0.061341869,-0.274217668,0.11528879,0.006836184,0.004579988,0.545359298,-0.08444381,-0.357096196,0.167473522,-0.127185033,0.123131537,-0.265461143,-0.114198119,0.051287817,-0.038889013,0.053803397,-0.116846648,-0.363097284,-0.067751377,0.234587718,0.095899363,0.270758759,-0.074408274,0.245159854,-0.257102076,-0.072110579,-0.008407783,-0.039483286,0.146722359,0.128421885,-0.217833734,0.153831025,-0.128644797,0.514726643,0.147710268,-0.146333195,0.194958325,0.173403728,0.050915124,0.172972867,-0.047846759,0.065993849,-0.139614746,0.075535364,0.030164632,-0.05435985,0.192262471,-0.144775811,0.415848686,-0.121404854
Wdr75,0.394560768,0.317205685,0.399396806,0.216454039,-0.294763578,-0.18062346,0.185082685,0.230108703,0.350612168,0.565285016,0.281091617,0.156183609,0.067462968,0.187976739,0.209008524,0.201056899,0.131193494,0.210217707,0.44705267,0.315697724,0.126900573,0.073106191,-0.243364426,-0.286259588,-0.176414182,-0.117579939,-0.360535579,-0.29566541,-0.239514847,0.104979668,0.488274859,0.521440437,0.074202464,-0.130026041,-0.261887589,-0.092535882,-0.381409062,0.516603708,-0.139744741,-0.211147664,-0.297921166,0.270060532,0.138036263,0.69917327,-0.291766124,-0.515889555,-0.263034406,0.280141851,0.510694168,-0.12303961,-0.397853056,-0.37590146,-0.127357244,-0.079434467,-0.049227515,0.596171392,-0.088148175,-0.225137798,-0.270601514,-0.114106486,-0.03329444,0.460723199,0.446509707
Stat1,-0.482642064,-0.48606733,0.234367374,0.347557054,0.117320689,0.186842416,-0.466161159,-0.531845616,-0.544708684,0.233469324,0.213606361,-0.05833065,-0.205577074,0.108297006,0.017255756,-0.072814317,-0.232141376,-0.573332339,-0.757481269,0.313399042,0.228090585,-0.032605796,-0.18829758,-0.235803696,0.160456529,0.31223059,0.162037983,-0.022452292,-0.17449567,0.44008779,0.282431797,0.096847952,-0.062450084,-0.08706462,0.090843607,0.194703294,0.026064275,0.242690543,-0.219914722,0.03831761,0.129574246,-0.249533727,-0.128073516,0.068787507,-0.077578601,0.085108052,0.152618184,0.236451695,0.238096997,-0.263811482,-0.240237818,0.145287457,0.067946152,0.124514296,0.514826417,0.189115722,-0.306791952,0.018498903,0.107243835,0.159597021,0.147320909,0.224527642,0.194014249
Gls,0.384658824,0.37090174,-0.22976461,0.01093969,-0.076598458,-0.120782373,0.162008255,0.147267357,0.160305311,0.167170189,-0.186887503,-0.142313452,0.151241886,-0.161905973,-0.132006882,0.026838907,0.215219663,0.396253071,0.670580482,-0.141087604,-0.326314375,-0.082094658,0.174229092,0.338026598,-0.178919389,-0.449233738,-0.260962279,0.188288704,0.092092245,0.124988028,-0.208955945,-0.127735581,-0.049093259,0.095226803,-0.053022775,-0.155773055,0.009888856,-0.330647403,0.086420246,0.181233607,-0.219871789,0.149479221,0.544412209,-0.143432948,0.024964886,0.056583528,-0.047984273,-0.209014424,-0.117702983,0.205393144,0.253870896,0.101038919,-0.051532168,0.203555122,0.242199806,0.133695484,0.208189759,0.077152198,0.05933793,-0.056507807,-0.150145043,0.412765159,0.160738732
Inpp1,-0.327776076,-0.459606714,0.140387679,0.847828868,0.236432927,0.09367639,-0.201039285,-0.47044273,-0.752211715,0.637231789,0.097558871,-0.135230439,0.054404324,0.384654646,-0.085900073,0.070477515,0.017911559,-0.168699931,-0.760916521,0.114835592,0.099457445,0.039278074,-0.096279981,-0.04374276,0.110660844,-0.444475229,-0.153699001,-0.501240675,-0.72250794,0.850759298,1.004394317,0.339214326,0.007388979,0.128885854,-0.329518391,0.225787363,0.068959855,0.210224242,-0.092549243,-0.29736733,-0.341274679,-0.156574345,0.577714094,-0.09466674,0.207221754,0.204827572,0.284548897,0.260253753,0.398491562,-0.059352635,0.171065841,-0.328013183,0.019763255,0.499397042,1.240151467,0.558705513,-0.067253893,0.130478212,-0.173930546,0.19715513,0.183419841,0.825858837,0.510599898
Hibch,0.24476881,0.22274711,-1.431753506,-2.041311379,0.060158983,-0.395831505,0.285034231,-0.001202747,0.061612043,-0.335395226,-0.281972945,-0.3216743,0.011837564,-0.193753564,-0.346314189,0.019099788,0.154276091,0.162535567,0.73510285,-0.636975886,-0.09400115,-0.367975462,0.714263247,0.105065158,0.054792473,-0.293970865,0.053236638,-1.474102822,-0.491666037,-0.305491205,-0.200018469,0.132382256,-0.5480161,0.222976154,-0.250292737,-0.206003461,0.299036628,-0.351178116,-0.045037214,0.070969772,-0.00374564,0.143477425,0.248408349,-0.10649072,0.263711569,-0.020449599,-0.723976623,-0.290346126,-0.134155092,0.420271148,0.468400973,-0.19601627,0.036380436,-0.16354861,-0.172180975,-0.360789853,0.336415778,0.012091229,-0.126491767,-0.120708912,0.269550613,-0.281355386,0.373583072
Gtf3c3,-0.117963337,-0.264227209,0.375715455,0.176877762,0.018230737,0.061400545,-0.212327444,-0.141419755,0.061263295,0.346402596,-1.011883063,0.064416728,-0.091074095,0.681470482,-0.252542032,-0.5869698,0.231483157,-0.517983801,-0.084130981,0.466752536,0.040170438,-0.645398955,0.113808397,0.205748665,0.141289133,-0.055361998,-0.259643817,-0.171576627,-0.291399297,-0.085020584,0.198484882,0.431950882,-1.670244578,-0.070126086,0.021948973,0.272079545,0.082647466,0.272709467,-0.242906204,-0.078251446,-0.143046618,-0.195688098,0.336348611,0.358219367,0.10371135,0.035784575,-0.267663732,-0.936877042,0.554860469,-0.167727446,-0.218423519,-0.342232191,0.08104372,0.177941304,0.198607756,0.468302649,-0.321928095,-0.289072267,0.156923156,0.117905316,-0.135159583,0.149447389,0.700946371
