GeneName,Low_Cys_Day12_E12,Low_Cys_Day14_E12,High_Cys_Day0_E13,High_Cys_Day3_E13,High_Cys_Day6_E13,High_Cys_Day8_E13,Low_Cys_Day10_E11,Low_Cys_Day12_E11,Low_Cys_Day14_E11,Low_Cys_Day0_E12,Low_Cys_Day3_E12,Low_Cys_Day6_E12,Low_Cys_Day8_E12,Low_Cys_Day3_E9,Low_Cys_Day6_E9,Low_Cys_Day8_E9,Low_Cys_Day10_E9,Low_Cys_Day12_E9,Low_Cys_Day14_E9,Low_Cys_Day0_E11,Low_Cys_Day3_E11,Low_Cys_Day6_E11,Control_Day12_D4,Control_Day14_D4,High_Cys_Day6_E16,High_Cys_Day8_E16,High_Cys_Day10_E16,High_Cys_Day12_E16,High_Cys_Day14_E16,High_Cys_Day3_E14,High_Cys_Day3_E16,High_Cys_Day0_E16,High_Cys_Day14_E14,High_Cys_Day12_E14,High_Cys_Day10_E14,High_Cys_Day6_E14,High_Cys_Day8_E14,High_Cys_Day0_E14,High_Cys_Day14_E13,High_Cys_Day12_E13,High_Cys_Day10_E13,Low_Cys_Day10_E12,Low_Cys_Day8_E11,Low_Cys_Day0_E9,Control_Day10_D4,Control_Day8_D4,Control_Day6_D4,Control_Day3_D4,Control_Day0_D4,Control_Day14_D2,Control_Day12_D2,Control_Day10_D2,Control_Day8_D2,Control_Day6_D2,Control_Day3_D2,Control_Day0_D2,Control_Day14_D1,Control_Day12_D1,Control_Day10_D1,Control_Day8_D1,Control_Day6_D1,Control_Day3_D1,Control_Day0_D1
Prune2,-0.041523619,-0.179796294,-0.418792012,-0.134191351,0.061510026,0.116327218,0.128566616,0.039564501,-0.230132363,-0.37379082,-0.166200614,0.430337478,0.191091795,-0.233069091,0.330539779,0.263273228,0.146860278,-0.104143015,-0.352581309,-0.414311988,-0.178130263,0.316341407,0.040409017,-0.080530588,0.139509718,0.142871162,0.006837539,0.089779805,0.03304597,-0.22294964,0.144787218,-0.407787686,-0.030944766,0.064845581,0.082974561,0.065956112,0.014629269,-0.427028076,0.085857681,0.083696796,0.097741957,0.118641928,0.189380684,-0.489993794,0.098167377,0.20021133,0.154573376,-0.241440449,-0.316278482,0.058703507,0.107036337,0.156323454,0.126604507,0.109765248,-0.249725317,-0.405233436,-0.037417814,0.077769331,0.138695857,0.077807974,0.053090507,-0.129459282,-0.459260513
Rfk,-0.181380602,-0.217869096,0.232102138,0.369850674,0.132641513,0.061587404,0.016451898,-0.070672898,-0.177542518,0.420481638,0.176002322,-0.244735118,0.006945127,0.183827764,-0.024013312,0.040359712,0.006741887,-0.000551103,-0.157164725,0.342994025,0.126222832,-0.105209897,-0.176034595,-0.19018674,0.035943803,-0.022030064,-0.0105423,-0.277378091,-0.364521088,0.268185163,0.683543836,0.338608172,-0.296711898,-0.106996987,-0.069043544,0.02915022,0.152224774,0.168877945,-0.291487486,-0.259874143,-0.007421488,-0.036770518,0.056912445,0.397627821,-0.078150634,-0.069525207,-0.066266455,0.136449326,0.469801784,-0.037366852,0.102605746,-0.130889102,-0.05287646,0.132962839,0.442064149,0.298756505,-0.086966741,-0.025112286,-0.168348443,-0.01431702,-0.047999096,0.297330525,0.423384142
Ostf1,-0.283270395,-0.418045964,0.015955649,0.510995104,0.151472932,0.139062577,-0.066382802,-0.30874393,-0.422838069,0.093668135,0.070475423,-0.009228856,-0.034502923,0.104319398,0.024546603,-0.037416931,-0.085163743,-0.197238438,-0.600836188,-0.011177113,0.069079228,-0.020157873,-0.071859275,-0.129848011,0.073823883,0.023027289,0.012541925,-0.33898472,-0.599401303,0.218713892,0.383193945,0.018254815,-0.705845734,-0.040211662,-0.05934736,0.04796601,0.11278006,0.035104925,-0.108260874,-0.109363043,-0.044062216,-0.077974244,0.095559303,0.034951736,0.053431466,0.134754428,0.121409804,0.08904971,0.040636996,0.050218122,0.096267092,-0.011304882,0.09525725,0.178241085,0.33525765,0.060432406,-0.05656697,-0.027855987,0.009359986,0.116585147,0.085756228,0.189279719,0.080946028
Carnmt1,0.040120308,0.102661775,-0.45611241,-1.451023534,0.032217043,-0.086587685,-0.265461143,0.241720682,0.065157401,-1.13475628,-1.058267248,-0.037442815,-0.183325225,-0.208970503,0.05222493,-0.551432202,0.083223477,0.074299275,0.034089944,0.347276572,0.033723689,-0.77642931,-0.002685512,0.224815084,0.03745505,0.403749053,0.344640417,-0.19497461,-1.46974891,-0.530411766,-0.191503254,-0.223402854,-1.79120512,-0.001131969,-0.01799009,-0.0736657,0.034838424,-0.253228648,0.024821172,0.292415906,0.403451505,0.114158604,0.001816615,-1.194378045,-0.255503117,-0.176377306,-0.366413779,-1.004793885,0.065867538,0.018386606,-0.369210102,0.348903617,0.073545975,-0.920705838,-0.692412373,-1.378511623,0.242152963,0.22630673,0.310672237,-0.021660783,-0.212747214,-2.481699691,-0.168184033
Anxa1,-0.272385925,-0.303669832,-0.939327282,-0.339675123,-0.002052273,0.191138529,-0.160416003,-0.192196265,-0.314248747,-0.948356287,-0.486002308,-0.301758321,-0.182862575,-0.521731247,-0.247235217,-0.151722419,-0.168806409,-0.252109292,-0.713533788,-0.874570333,-0.437351055,-0.297991028,0.193848108,0.216211004,0.053732993,0.341891568,0.452372137,0.32005769,0.289748484,-0.476878361,-0.422058161,-0.943928229,0.160648245,0.170612689,0.239185671,0.002575973,0.116432863,-0.903616371,0.225136959,0.298521471,0.342693412,-0.099386821,-0.13941636,-0.894275668,0.185355335,0.23634118,0.000631173,-0.450392417,-0.928983952,0.271002167,0.27527201,0.24198878,0.135231912,-0.063059831,-0.445326879,-0.885099423,0.258427492,0.232606501,0.232299865,0.132828037,0.011792827,-0.507428044,-0.934099986
Aldh1a7,-0.278575257,-0.302646262,-0.405722823,0.071518478,0.124593415,0.138679314,-0.229905864,-0.421242649,-0.522169509,-0.32963276,-0.988603339,-0.421971694,-0.253602381,-0.067214005,-0.266393418,-0.553348943,-0.338801913,-0.6357611,-0.869524028,-0.080067645,0.014363233,-0.663178828,0.223539511,0.106230326,0.0636413,0.27977767,0.390980232,0.2121901,0.215116121,-0.098549401,0.17746755,-0.123182817,-1.682265584,-0.061192168,0.132094803,-0.126229693,0.15521265,-0.308833715,0.150392044,-0.005441572,0.15192625,-0.20571368,-0.034221864,-0.066127612,0.108514617,0.332190979,-0.082081652,-0.960320096,-0.051722034,0.081603227,0.210690668,-0.046921047,0.051469015,-0.087102693,-0.067272969,-0.165944357,0.219066256,0.169495599,0.012842065,0.202050584,0.112149761,-0.013510286,-0.051642104
Tjp2,-0.39042906,-0.584956257,0.416602037,0.220562246,0.158851104,0.1103036,-0.173109159,-0.463504118,-0.620759295,0.564699945,0.338748095,0.002885967,-0.051671846,0.326426111,0.081072069,-0.004645013,-0.095327076,-0.338498455,-0.613646673,0.306050259,0.345318537,0.068257295,-0.280782579,-0.371675461,0.194288519,-0.000451932,-0.084924128,-0.331288345,-0.206624621,0.536508462,0.358223885,0.343001921,-0.317733188,-0.175237357,-0.07945226,0.213055499,0.074611461,0.428112561,-0.415291231,-0.332529413,-0.13326281,-0.183367197,0.033262856,0.424928917,-0.06647422,0.120459624,0.266358006,0.319792278,0.413486489,-0.30849755,-0.061829028,-0.16803216,0.111490581,0.372218023,0.607236511,0.527477391,-0.346390015,-0.188536845,-0.148833579,0.142407006,0.187124557,0.543833298,0.501149804
Fxn,-0.127780296,0.036943455,0.291273111,-0.425009586,-0.067153498,-0.095790753,-0.135890072,0.004921079,0.006524353,0.272362532,0.006173287,-0.260910753,-0.373505881,0.040746342,-0.219886482,-0.136823168,-0.295287315,-0.260764232,0.13427358,0.194228283,0.070339581,-0.217965552,0.142521859,0.016146066,-0.10083322,-0.068457974,-0.177650119,-0.0032442,0.376513233,-0.057832871,-1.091873691,0.335092554,0.10669424,-0.013527852,-0.128813466,-0.069262662,-0.177164866,0.184098961,0.175334883,0.052939714,-0.243067857,-0.024310407,-1.189262712,0.090719526,-0.255322696,-0.192995431,-0.118829683,0.001854761,0.151261157,0.139898607,-0.088883516,-0.17157925,-0.210792425,-0.303257266,-0.29930751,0.2382188,0.032026769,0.039281099,-0.087017791,-0.128305678,-0.167572653,-0.15573112,-0.354999916
Cbwd1,0.204261518,0.127621518,-0.462453622,-0.298520318,0.009228786,0.000551911,0.331847505,0.096072427,0.069017971,-0.410629153,-0.122236003,0.032334481,0.102209808,-0.039348667,0.025670671,0.109659891,0.163974424,0.228591995,-0.022924555,-0.336254668,-0.116624794,0.045009735,0.029681621,0.063340031,-0.082414804,-0.023709731,0.061018121,0.003308303,-0.018675408,-0.047383054,-0.548476273,-0.312441745,-0.124607557,0.017645961,0.125738222,0.032963264,0.072611158,-0.394495835,0.099667457,0.044263316,-0.080919995,0.115904128,0.031658798,-0.456378295,-0.050126486,0.033909844,-0.035203059,-0.037493803,-0.360826641,0.221940288,0.173917075,0.066038096,0.04700067,0.150313983,-0.051967547,-0.346814055,0.172768755,0.177607832,0.099763875,0.02710629,0.026226358,0.048268838,-0.239417961
Pum3,0.31296559,0.214034187,0.503202819,0.371586646,-0.002103565,-0.095559479,0.154231853,0.362012408,0.030094117,0.195170953,0.285427748,-0.018000172,0.229456043,0.248672558,0.324046417,0.307317893,0.287382329,0.165655718,0.592649438,0.461678224,0.301341167,0.129425245,-0.108371192,-0.31898682,-0.111395711,-0.211758078,-0.280421269,-0.195871948,-0.170342026,0.310845886,0.167266339,0.439992847,-0.301169535,-0.080523705,-0.137739535,0.04491845,-0.103846269,0.497865816,-0.168152286,-0.276189637,-0.290255875,0.228336785,-0.221945282,0.552972386,-0.257157839,-0.464471509,-0.081915759,0.38180117,0.397839884,-0.296642798,-0.26587529,-0.263473917,-0.192420342,-0.364256456,0.36882907,0.25005486,-0.201129511,-0.40746428,-0.213703001,-0.139624961,-0.131063756,0.15637847,0.067276808
Ak3,0.338972446,0.418646046,-0.628129979,-0.289741998,-0.225162605,-0.056661743,0.060922257,0.341275622,0.376788359,-0.407320947,-0.551388047,-0.203440109,0.015318178,-0.569388319,-0.238870333,-0.09163221,-0.011071263,0.246999544,0.511052494,-0.595890245,-0.471508752,-0.220154305,0.286013915,0.332519138,-0.176410685,-0.028330964,0.119633427,0.285471851,0.281739136,-0.508154103,-0.356009148,-0.642785187,0.341613242,0.238600201,0.092740835,-0.172954458,-0.06765695,-0.691770475,0.31535172,0.303794277,0.112287238,0.071013887,0.034018923,-0.622661384,0.120946498,0.046809098,-0.193933677,-0.529762416,-0.662070402,0.302138621,0.070142207,0.133539847,-0.036900392,-0.120798924,-0.442489991,-0.483036221,0.325338998,0.155969754,0.123550757,-0.059174468,-0.20393558,-0.492927594,-0.466893496
Rcl1,1.419538892,0.963474124,0.156342029,0.919581318,0.407175382,-0.397759508,0.028711297,-0.976153258,1.121015401,-0.796466606,0.144771524,-0.112474729,-0.668516308,0.580193257,-0.031194622,-0.074000581,0.464668267,0.169925001,0.476438044,-0.207044457,1.081529885,0.462343214,-1.275634443,-0.535667204,0.407175382,-0.178337241,NA,-0.330645312,-0.168122759,-0.38332864,-1.64385619,0.501659854,0.328325866,-0.357069901,0.096676019,0.295984828,1.244622369,0.030161971,0.459431619,-0.564784619,-1.459431619,0.321928095,-1.514573173,-0.466699619,-0.882960579,0.121015401,-1.146220741,0.341036918,0.111031312,-0.4174561,1.053111336,-0.864344901,-0.103622631,-0.782711631,-1.480625841,-0.584962501,0.527931556,-0.992768431,-1.219009782,-0.180572246,-0.185413509,-1.307428525,0.292781749
Ermp1,0.237532342,0.224293623,-0.844829627,-1.193903864,-0.189654002,-0.109763566,-0.032343597,0.306377617,0.224873411,-0.79970135,-0.487718639,-0.430180986,-0.131758588,-0.523097245,0.004983408,-0.131789873,-0.399037021,0.132787729,0.07362938,-0.323176641,-0.385363581,-0.169925001,0.097496528,0.195761724,-0.116824187,0.247359337,-0.055001389,0.33070898,0.459919098,-0.096491209,-0.852293842,-0.440041505,0.410122009,0.124282336,0.20744208,0.079567257,-0.088227183,-1.318522384,0.424990973,-0.914874132,0.376148486,-0.456752518,0.041124733,-0.588393406,-0.737631896,0.123211436,-0.34009774,-0.429283749,-0.804675822,0.143410483,-0.196243087,-0.653339489,0.342601663,0.050273206,-0.252936297,0.209176802,0.241284822,0.317580902,-0.65834072,0.272157544,-0.018393174,0.452905685,-0.031631609
Minpp1,0.19865672,0.276445325,-0.475579041,-0.299560282,0.100426868,-0.068291042,-0.241579441,0.01875396,0.043661229,-0.796369881,-1.020322967,-0.129199064,-0.061302077,-0.132985867,-0.146001098,-0.524045687,-0.00308598,0.136372442,0.118331666,-0.448100983,-0.17815845,-0.717645499,0.231490624,-0.023729072,-0.063792699,0.379208325,0.230780207,-0.291979103,-0.034314365,0.005383197,-0.386548942,-0.309365891,-1.713070024,0.181125904,0.167409066,0.258968019,0.094872693,-0.265498446,0.050411626,-0.017337316,0.007332646,0.027480736,-0.081514266,-0.212165679,0.23674075,0.161242158,-0.350620771,-1.155151536,-0.566583971,0.067514001,0.238734159,-0.036147166,0.263324424,-0.308209814,0.179778902,-1.39254717,0.348408542,-0.1356197,0.044841675,0.02950717,-0.064244588,-0.335778074,-0.13804094
Atad1,0.136456443,0.19493596,-0.243976323,-0.390872078,-0.15653658,-0.07637883,0.070193781,0.266011009,0.243128947,-0.113587579,-0.264325573,-0.099150132,-0.0702271,-0.363243087,-0.09740443,0.01854772,0.022205665,0.132431506,0.450346876,-0.193178381,-0.190040046,-0.080078167,0.112146625,0.127870902,-0.116523607,-0.033786391,0.017335932,0.05315586,0.064651233,-0.323804914,-0.13536842,-0.234763653,0.342067566,0.086493892,0.051716738,-0.142693798,-0.121356345,-0.101459877,0.154851931,0.043613786,-0.064478173,0.039305938,0.113156853,-0.15375047,0.056968223,-0.105105372,-0.222633453,-0.158419074,-0.279149205,0.147649614,-0.111433009,-0.040427642,0.009629237,-0.16649911,-0.346356922,-0.258819078,0.187023433,0.138417155,-0.015678407,-0.053109964,-0.142141073,-0.311871224,-0.106557669
Acta2,-0.221956967,-0.329086062,0.234635579,0.554036366,0.11750146,0.09500148,-0.092621562,-0.25580424,-0.319800845,0.37908076,0.150389341,-0.064904982,0.005921245,0.133647701,-0.098004915,-0.03459928,-0.133889015,-0.199988991,-0.34403696,0.255761647,0.075346588,-0.106616805,0.011489268,0.068098984,0.055268396,0.04814717,0.031675836,0.029309453,-0.139890609,0.186495781,0.268423372,0.230021436,-0.113339415,0.086058351,-0.037207096,0.047966934,0.190855236,0.246328137,-0.077141916,0.028492369,0.004128825,-0.17041775,0.19655318,0.350841795,0.062025053,0.128270447,0.099405647,0.074582857,0.256016634,0.027241743,0.142082756,-0.048369225,0.031473639,0.150938475,0.303116922,0.3490086,0.010284179,0.010436479,-0.008750494,0.141467038,0.054474566,0.410245822,0.403608713
Lipa,0.239743831,0.441443542,-1.797543478,-1.403349129,-0.556890232,-0.054224721,-0.267256725,0.203179955,0.361319483,-2.211935217,-1.396843495,-0.400199422,-0.218627825,-1.528760897,-0.472123118,-0.408199841,-0.168804055,0.003447897,-0.026590451,-1.715509655,-1.048984799,-0.449984224,0.7196395,0.516129996,-0.362841425,0.37810418,0.452430725,0.822164087,0.434637433,-1.403940875,-1.627027817,-1.891409987,0.79898744,0.262994051,0.329437489,-0.426815924,-0.477439841,-1.614906636,0.34309965,0.644199981,0.461531335,0.17344778,-0.704224948,-2.260796564,0.31648048,0.221190197,-0.256516424,-1.147131018,-1.531860118,0.384693526,-0.044687883,0.849761631,0.200096313,-0.503539618,-1.389715002,-2.057362688,0.622497381,0.78617643,0.756374897,0.045324407,-0.28137799,-1.97277683,-1.997473433
Ide,-0.073611243,-0.189477799,0.162203964,0.409364291,0.140391803,-0.05258486,-0.079929028,-0.22310704,-0.247734618,0.357302687,0.202706533,-0.000771839,0.050496069,0.160309194,-0.059564554,0.090382343,0.033548538,-0.116278937,-0.072125075,0.242091146,0.155055495,0.007034431,-0.202453259,-0.149099611,0.244118315,-0.017366445,-0.019979478,-0.193098115,-0.794552558,0.303810893,0.513347954,0.326646644,-0.557657158,-0.218574437,-0.156144521,0.065824636,0.212029677,0.219309343,-0.020115361,-0.283355613,-0.159129194,-0.188103354,0.1896519,0.125819638,-0.018514889,-0.018639061,0.080812927,0.227283615,0.30962883,-0.172580652,-0.048144448,-0.214366281,0.014402087,0.014688838,0.33473106,0.275535684,-0.069090277,-0.294255302,-0.106141516,0.123349429,-0.133804609,0.3337662,0.352216004
Noc3l,0.387945268,0.238500598,0.390293371,0.414671287,-0.066815272,-0.125397737,0.331843564,0.221186659,0.542713653,0.602929047,0.188524128,0.362570079,0.081543854,0.330541225,0.260000346,0.210447444,0.192277746,0.438666701,0.640386539,0.304854582,-0.014050262,0.183417238,-0.239867088,-0.110182918,-0.239867088,-0.580520507,-0.517299526,-0.32927007,-0.488368102,0.454565863,0.41797279,0.269737946,0.064382903,-0.359542387,-0.317615102,0.075727326,-0.060254574,0.600904045,-0.116784599,-0.107285173,-0.213980182,-0.178027982,0.429021729,0.654336204,-0.195395689,-0.151309323,-0.165902785,0.064382903,0.225327712,0.069373703,0.159702618,-0.324936845,-0.148487831,-0.11668298,0.555605698,0.549579623,-0.271959636,-0.03234072,-0.223194141,-0.283792966,0.038567656,0.539664154,0.640104055
Pdlim1,-0.462127153,-0.635799673,0.116437335,0.07043005,0.260611393,0.20575516,-0.203365755,-0.396985762,-0.653288405,0.101241262,0.257628678,NA,-0.099579229,0.220538908,0.064168717,-0.06354341,-0.302368284,-0.367344374,-0.735005099,0.138225587,0.204970431,-0.020638774,-0.077953815,-0.140994576,0.09075172,0.032914622,0.05491745,0.044461496,-0.18288377,0.245207727,0.348235857,0.096957761,-0.166850198,-0.004715657,-0.047477726,0.181288092,0.216243405,0.063667473,-0.055981181,-0.045328346,0.05644031,-0.231293835,-0.201620186,0.042520025,0.046592405,0.156890397,0.227246577,0.235128073,0.1137369,-0.040068534,0.13651524,0.015608594,0.163087571,0.127326862,0.245510179,0.206771475,-0.063576116,0.023673115,0.035983331,0.200622831,0.149424267,0.230768065,0.113308653
Sorbs1,-0.496460877,-0.906890596,-0.557520486,0.190077547,-0.231620262,0.160392663,-0.290281728,-0.765626291,-0.675870997,-0.375509135,-0.181253727,-0.229937626,-0.180527532,-0.206290747,-0.248940459,-0.712197689,-0.442299579,-0.420938101,-0.787879866,-0.247438345,-0.315069656,-0.349007629,0.159343103,0.31117367,-0.325563616,0.108495295,0.250008739,0.462971976,0.175127317,-0.201038964,0.319936797,-0.356338126,0.235231535,0.398675354,0.10889652,0.008993093,-0.069421401,-0.486470333,0.1831678,0.215780259,0.235216462,-0.442299579,-0.139818097,-0.534330727,0.248352015,0.278552313,0.138808877,-0.262693786,-0.425021588,0.237663247,0.496599739,0.073083161,0.03969715,-0.261032053,-0.064588118,-0.713228351,0.320988797,0.209389707,0.08329524,-0.017558531,-0.150069018,-0.156835002,-0.570716251
Tm9sf3,0.225447975,0.421483457,-0.23333533,0.100102195,-0.135951881,-0.106176308,0.008138197,0.25276607,0.384059999,-0.15210625,-0.336332624,0.03568879,0.111485212,-0.293576999,-0.043286376,-0.132130514,0.130344437,0.121541471,0.373840952,-0.26780038,-0.118024089,-0.109290538,-0.035928893,-0.166086591,0.052804015,0.094264775,-0.031082994,0.322666991,0.070569464,-0.162997313,-0.116274855,-0.271581573,0.67549845,-0.005171358,0.074135678,-0.069838627,-0.109391055,-0.186413124,0.05504926,-0.112355493,0.006021854,0.160921382,0.350897085,-0.276440048,-0.14790895,0.032007615,-0.043897632,-0.205676791,-0.098296368,-0.11682104,-0.220332724,-0.040470102,0.01138676,-0.07771887,-0.275190801,-0.170534376,-0.025162662,0.121632049,-0.001003056,-0.094606442,0.04519147,-0.226731357,-0.031827094
Pgam1,-0.146959738,-0.131468179,-0.330942504,-0.27751204,0.015534308,0.112788,0.03549414,0.003454464,-0.164474422,-0.424135442,-0.244928934,0.135091695,0.049239188,-0.208890944,0.065650499,0.095953405,0.064766404,-0.038450424,-0.518420131,-0.294285994,-0.181732992,0.078153179,0.078986206,0.031234797,0.057533298,0.170232618,0.159349909,0.344837047,0.214051364,-0.262163613,-0.180185518,-0.300065893,0.345306846,0.13387867,0.163426513,0.063318789,0.075800183,-0.379185698,0.121874272,0.148729732,0.207524528,0.023130532,-0.076037214,-0.377576436,0.052633968,0.117175712,-0.024824313,-0.208406223,-0.209500413,0.07186644,-0.069385702,0.188690329,0.151939352,-0.079200802,-0.234170339,-0.394893379,0.04367539,0.212445939,0.185944824,0.195475298,0.153336992,-0.463760564,-0.301135697
Mms19,0.267933205,-0.424885285,-1.263369974,-2.269786498,0.148145618,-0.388639507,-0.397826813,-0.149652606,-0.133266531,0.278186631,0.252542032,0.029400916,-0.138383484,0.041222663,-0.169680994,-0.419225296,-0.249944727,0.707218251,-0.272697503,-0.344555211,0.664815808,0.327770663,-0.265733555,-0.944468053,0.216049682,0.500428991,0.06030051,-1.44172413,0.471000647,-0.562455101,-1.53258369,0.093109404,0.538214242,-0.250981096,0.380119083,0.392914688,0.013420516,-0.106915204,0.451379346,0.131244533,0.455271424,-0.333448544,-0.722890409,-0.243033206,-0.602240492,0.090454951,-0.55859603,0.024874669,0.092489024,-0.555582968,0.179706022,0.056143078,0.195256291,-0.129691077,-0.967108118,0.245520442,-0.462734241,0.139333316,0.131244533,-0.232514347,0.177326165,-0.881011964,-0.021373651
Pi4k2a,0.173202996,0.664518675,-1.17524483,-1.720180437,-0.341036918,-0.0997691,0.116728043,0.846883286,0.899503917,-1.294420487,-1.243336436,-0.160991877,0.165243593,-0.907082558,-0.092630978,0.174538223,0.279856447,0.331438911,0.828888084,-1.356430942,-0.845951981,-0.155205525,0.095875081,-0.30011251,-0.401044227,-0.238013991,-0.182771881,0.287202526,0.410220483,-0.950756481,-2.522226745,-1.044442108,0.567800127,-0.043721377,0.011471264,-0.312553079,-0.100439901,-0.785704249,0.26775991,0.32212639,0.066790482,0.355308676,-1.323422342,-1.394352329,-0.066972554,-0.079829024,-0.329915213,-0.862787313,-1.376375879,0.069369683,-0.601528969,0.348064945,-0.074040993,-0.615911997,-1.710493383,-1.703647689,0.409056522,0.182333932,0.314970544,-0.388956846,-0.632396651,-3.164239496,-2.174412392
Got1,-0.088181384,-0.064411682,0.156240086,0.283063127,-0.038087185,-0.071273603,0.002955965,-0.059501012,-0.348351975,0.293339913,0.096801633,0.111742083,0.076694691,0.160283244,0.069666886,0.072235817,-0.002475314,-0.090297635,-0.448842779,0.21913858,0.048152454,0.078673556,-0.256961396,-0.258491322,0.038850929,-0.222037646,-0.182576395,-0.025766636,-0.121190596,0.22889472,0.422848091,0.256412625,0.081753497,-0.135787051,0.048225276,0.048225276,-0.069360477,0.299183572,0.023676426,-0.159873952,-0.161549497,0.062121712,0.2712058,0.232160946,-0.083388108,0.002355421,-0.024966916,0.092736269,0.316642282,-0.151160848,-0.108531364,-0.205472535,-0.000940377,0.103257533,0.361795478,0.222732199,-0.185263479,-0.070879495,-0.140184491,-0.083564717,-0.016928213,0.199615707,0.318961528
Ndufb8,0.229447179,0.40260805,-0.368789308,-0.032369516,-0.007216067,0.070643346,0.278036569,0.174788413,0.419870653,-0.650217793,-0.77073104,-0.055938172,-0.043092547,-0.435042899,-0.313747297,-0.226822193,0.061090054,-0.129393522,0.45559379,-0.782651668,-0.42160417,-0.299189171,0.280410327,0.096372134,-0.067359048,-0.204939727,-0.109396922,0.543993856,-0.076502748,-0.855113072,0.524412089,-0.31642745,0.479901899,0.412604623,0.229721963,0.028296971,-0.01446841,-0.473931188,0.584176505,0.278409632,0.220531119,0.075303913,-0.741635095,0.33294491,-0.119174563,-0.080754492,-0.128235481,-0.397453187,-0.093295691,0.250130573,-0.137149965,0.133751389,0.170741236,-0.534426228,-1.41852143,-0.607930612,0.249871039,0.235260946,0.231783472,0.112201235,-0.033907437,-1.142198612,-1.07848074
Mrpl43,0.075788308,-0.076214786,-0.066837083,0.138620047,-0.145635222,0.163082963,-0.07554335,-0.0011491,-0.238433983,-0.335815346,-0.104023065,-0.23591289,0.054403144,-0.166116263,-0.079357792,0.192930167,-0.201154958,0.080871208,0.022350486,-0.120420448,-0.186974302,0.117143097,0.075154501,0.128237628,-0.09724482,-0.025535092,0.006013744,0.235725687,-0.10015164,-0.119695066,0.23058027,-0.028057108,0.316214444,0.107910109,-0.09165727,0.077945161,-0.131378614,-0.286820659,0.007137652,0.162850476,0.057680531,-0.228953411,0.046822654,-0.266898195,0.029932506,-0.086493973,0.033872137,0.005691112,-0.13865354,0.033199344,0.096013336,-0.091027351,-0.135271471,-0.227453992,0.069513906,-0.396726692,0.142207314,0.130405459,-0.044535901,-0.129918146,-0.198065482,-0.302443888,0.046822654
Sfxn3,0.078836681,0.259408927,-1.087191683,-1.187385972,-0.625951585,0.039798056,-0.329752311,0.269760269,0.620786164,-1.8593665,-0.548989612,-0.173879399,-0.514011704,-1.200467481,-0.037642334,NA,-0.123073836,0.128561447,-0.206594637,-1.158031323,-0.62481849,-0.325510005,0.114038981,-0.005317717,-0.191577601,0.832775067,0.708380718,1.15378096,1.407126108,-1.415536961,-1.055141554,-1.0673587,1.329971196,0.411849222,0.546652334,-0.205840654,-0.485239962,-0.783835897,0.576127843,0.657695284,0.604524767,-0.055922445,-1.237289948,-1.12301089,-0.042558115,-0.14512909,-0.561507027,-0.340256591,-1.277533976,0.224867452,-0.564845784,0.488391251,0.099193357,-0.770590566,-1.8945837,-1.683004201,0.60706822,0.367442754,0.487832392,-0.017086151,-0.023307373,-1.890976106,-1.701903046
Npm3,-0.451046997,-0.638951889,0.969456752,1.112254688,-0.06347718,-0.390450501,-0.149548201,-0.454962908,-0.391746849,1.008672875,0.743777975,0.234269576,-0.164296757,0.551128906,0.053568682,0.001882493,-0.039093365,-0.501949679,-0.490751835,1.040041322,0.779822,0.039712906,-0.860525581,-0.749853979,-0.09643976,-0.354587034,-0.707819249,-1.310021328,-1.541191449,0.877492899,1.328686193,0.892165823,-1.928120163,-0.635673321,-0.596353046,-0.069732621,-0.43983671,0.936720754,-0.786673078,-0.723845386,-0.491685818,-0.19351236,-0.222392421,1.34747651,-0.549630477,-0.059926729,-0.1293401,0.700964891,1.077466596,-0.654631666,-0.794430619,-0.732463662,-0.378869953,-0.130649853,0.948461406,1.202370712,-0.806524116,-0.72303571,-0.535610743,-0.40139241,0.209797423,0.821938611,0.303549566
Mgea5,0.317072682,-0.2410081,-0.494359952,-0.076189563,-0.177304532,-0.020930658,-0.104135741,-1.049751336,-0.256908303,-0.050626073,-0.631074426,-0.38466385,0.204128631,-0.472881574,-0.105395778,-0.331514144,0.285783531,0.421718864,-0.177304532,-0.888655024,-0.416778833,-0.08865762,0.17826116,0.103482858,0.057715498,0.120155004,0.15652075,0.097555309,-0.209027375,-1.274742116,0.003713503,-0.591276275,-0.161589142,0.027960081,0.343190565,-0.243014032,-0.003275132,-0.32334877,0.244634071,0.09168873,0.211181029,0.085419984,0.456638404,-0.88050972,0.206072168,-0.046794211,-0.545434137,-0.660975911,-0.274982259,0.11949028,0.444394302,0.248126794,0.018777207,0.652076697,-1.900522127,0.241554678,-0.01398988,0.243478997,0.225634434,-0.057600267,-0.230452191,0.223407332,-0.460071253
